l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,26374,2931,1,[26374; 26374],262,1013.731288,0.775844,6,[X3 == 10 OR X3 == 12 OR X3 == 14 OR X5 == 1 OR X13 == 1 OR X13 == 10],{'0': {'precision': 0.7953395803963844; 'recall': 0.9579983019527544; 'f1-score': 0.8691239437257878; 'support': 20023}; '1': {'precision': 0.6272163120567376; 'recall': 0.22279955912454733; 'f1-score': 0.32880213779481815; 'support': 6351}; 'accuracy': 0.7809585197543035; 'macro avg': {'precision': 0.711277946226561; 'recall': 0.5903989305386509; 'f1-score': 0.598963040760303; 'support': 26374}; 'weighted avg': {'precision': 0.7548545998388241; 'recall': 0.7809585197543035; 'f1-score': 0.7390115683004603; 'support': 26374}},{'0': {'precision': 0.791449814126394; 'recall': 0.9568539325842697; 'f1-score': 0.8663275686673448; 'support': 2225}; '1': {'precision': 0.6016597510373444; 'recall': 0.20538243626062322; 'f1-score': 0.3062302006335797; 'support': 706}; 'accuracy': 0.7758444216990789; 'macro avg': {'precision': 0.6965547825818692; 'recall': 0.5811181844224464; 'f1-score': 0.5862788846504623; 'support': 2931}; 'weighted avg': {'precision': 0.745734432160898; 'recall': 0.7758444216990789; 'f1-score': 0.7314149989533093; 'support': 2931}}
l: 5,1,CNF,1,26374,2931,1,[26374; 26374],262,1017.926898,0.782327,6,[X3 == 10 OR X3 == 12 OR X3 == 14 OR X13 == 10 OR X13 == 20 OR X13 == 34],{'0': {'precision': 0.7947994857545723; 'recall': 0.9571492783299206; 'f1-score': 0.868452057277506; 'support': 20023}; '1': {'precision': 0.6205218929677134; 'recall': 0.2209100928987561; 'f1-score': 0.3258244310264747; 'support': 6351}; 'accuracy': 0.77985895199818; 'macro avg': {'precision': 0.7076606893611428; 'recall': 0.5890296856143383; 'f1-score': 0.5971382441519903; 'support': 26374}; 'weighted avg': {'precision': 0.7528325110147019; 'recall': 0.77985895199818; 'f1-score': 0.7377844280092759; 'support': 26374}},{'0': {'precision': 0.7944341372912801; 'recall': 0.9622471910112359; 'f1-score': 0.8703252032520324; 'support': 2225}; '1': {'precision': 0.6440677966101694; 'recall': 0.21529745042492918; 'f1-score': 0.3227176220806794; 'support': 706}; 'accuracy': 0.7823268509041282; 'macro avg': {'precision': 0.7192509669507248; 'recall': 0.5887723207180825; 'f1-score': 0.5965214126663559; 'support': 2931}; 'weighted avg': {'precision': 0.7582148822517496; 'recall': 0.7823268509041282; 'f1-score': 0.7384210912400996; 'support': 2931}}
l: 5,1,CNF,2,26374,2931,1,[26374; 26374],262,1016.354085,0.781644,7,[X1 == 5 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X5 == 1 OR X13 == 10 OR X13 == 34],{'0': {'precision': 0.8037431098577106; 'recall': 0.9394196673825101; 'f1-score': 0.8663012941555751; 'support': 20023}; '1': {'precision': 0.591719959609559; 'recall': 0.27680680207841285; 'f1-score': 0.377172280626475; 'support': 6351}; 'accuracy': 0.77985895199818; 'macro avg': {'precision': 0.6977315347336348; 'recall': 0.6081132347304615; 'f1-score': 0.6217367873910251; 'support': 26374}; 'weighted avg': {'precision': 0.7526868033730663; 'recall': 0.77985895199818; 'f1-score': 0.7485164164380004; 'support': 26374}},{'0': {'precision': 0.8080062184220754; 'recall': 0.9343820224719102; 'f1-score': 0.8666110879533138; 'support': 2225}; '1': {'precision': 0.5921787709497207; 'recall': 0.3002832861189802; 'f1-score': 0.3984962406015038; 'support': 706}; 'accuracy': 0.7816444899351757; 'macro avg': {'precision': 0.7000924946858981; 'recall': 0.6173326542954451; 'f1-score': 0.6325536642774088; 'support': 2931}; 'weighted avg': {'precision': 0.756019122579195; 'recall': 0.7816444899351757; 'f1-score': 0.7538546627638296; 'support': 2931}}
l: 5,1,CNF,3,26374,2931,1,[26374; 26374],262,1017.274434,0.791880,5,[X1 == 5 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X13 == 17],{'0': {'precision': 0.8025928611028189; 'recall': 0.9399190930430006; 'f1-score': 0.8658446816341553; 'support': 20023}; '1': {'precision': 0.5887179487179487; 'recall': 0.27113840340103923; 'f1-score': 0.37128072445019406; 'support': 6351}; 'accuracy': 0.7788731326306211; 'macro avg': {'precision': 0.6956554049103838; 'recall': 0.60552874822202; 'f1-score': 0.6185627030421746; 'support': 26374}; 'weighted avg': {'precision': 0.751090640409852; 'recall': 0.7788731326306211; 'f1-score': 0.7467510404695485; 'support': 26374}},{'0': {'precision': 0.8148148148148148; 'recall': 0.9393258426966292; 'f1-score': 0.872651356993737; 'support': 2225}; '1': {'precision': 0.6311475409836066; 'recall': 0.3271954674220963; 'f1-score': 0.43097014925373134; 'support': 706}; 'accuracy': 0.7918799044694643; 'macro avg': {'precision': 0.7229811778992107; 'recall': 0.6332606550593628; 'f1-score': 0.6518107531237342; 'support': 2931}; 'weighted avg': {'precision': 0.7705742500502863; 'recall': 0.7918799044694643; 'f1-score': 0.7662620930345272; 'support': 2931}}
l: 5,1,CNF,4,26374,2931,1,[26374; 26374],262,1012.911939,0.781644,8,[X3 == 10 OR X3 == 12 OR X3 == 14 OR X5 == 1 OR X13 == 1 OR X13 == 21 OR X13 == 34 OR X13 == 41],{'0': {'precision': 0.7948250124398739; 'recall': 0.9572991060280677; 'f1-score': 0.8685289653141214; 'support': 20023}; '1': {'precision': 0.6213463241806909; 'recall': 0.2209100928987561; 'f1-score': 0.3259379718898827; 'support': 6351}; 'accuracy': 0.7799727003867445; 'macro avg': {'precision': 0.7080856683102824; 'recall': 0.5891045994634119; 'f1-score': 0.597233468602002; 'support': 26374}; 'weighted avg': {'precision': 0.7530504181752924; 'recall': 0.7799727003867445; 'f1-score': 0.7378701574261506; 'support': 26374}},{'0': {'precision': 0.7971503562054744; 'recall': 0.9555056179775281; 'f1-score': 0.8691741618969746; 'support': 2225}; '1': {'precision': 0.625; 'recall': 0.23371104815864022; 'f1-score': 0.3402061855670103; 'support': 706}; 'accuracy': 0.7816444899351757; 'macro avg': {'precision': 0.7110751781027371; 'recall': 0.5946083330680841; 'f1-score': 0.6046901737319925; 'support': 2931}; 'weighted avg': {'precision': 0.7556839108008122; 'recall': 0.7816444899351757; 'f1-score': 0.7417598352886652; 'support': 2931}}
l: 5,1,CNF,5,26375,2930,1,[26375; 26375],262,1015.014483,0.776451,4,[X3 == 10 OR X3 == 12 OR X3 == 14 OR X13 == 1],{'0': {'precision': 0.7950320844545643; 'recall': 0.9590970384058333; 'f1-score': 0.8693920050703969; 'support': 20023}; '1': {'precision': 0.6310810810810811; 'recall': 0.2205604534005038; 'f1-score': 0.32687820811945867; 'support': 6352}; 'accuracy': 0.7812322274881517; 'macro avg': {'precision': 0.7130565827678227; 'recall': 0.5898287459031686; 'f1-score': 0.5981351065949279; 'support': 26375}; 'weighted avg': {'precision': 0.7555470883056215; 'recall': 0.7812322274881517; 'f1-score': 0.7387361704454735; 'support': 26375}},{'0': {'precision': 0.7916047548291233; 'recall': 0.957752808988764; 'f1-score': 0.8667886922920479; 'support': 2225}; '1': {'precision': 0.6050420168067226; 'recall': 0.20425531914893616; 'f1-score': 0.30540827147401906; 'support': 705}; 'accuracy': 0.7764505119453925; 'macro avg': {'precision': 0.698323385817923; 'recall': 0.5810040640688501; 'f1-score': 0.5860984818830335; 'support': 2930}; 'weighted avg': {'precision': 0.7467150857827777; 'recall': 0.7764505119453925; 'f1-score': 0.7317125159518737; 'support': 2930}}
l: 5,1,CNF,6,26375,2930,1,[26375; 26375],262,1075.525405,0.772355,5,[X3 == 10 OR X3 == 12 OR X3 == 14 OR X5 == 1 OR X13 == 18],{'0': {'precision': 0.7954752631142786; 'recall': 0.958797383009539; 'f1-score': 0.8695337092646693; 'support': 20023}; '1': {'precision': 0.6318607764390897; 'recall': 0.22292191435768263; 'f1-score': 0.3295705807052252; 'support': 6352}; 'accuracy': 0.7815734597156399; 'macro avg': {'precision': 0.7136680197766841; 'recall': 0.5908596486836108; 'f1-score': 0.5995521449849472; 'support': 26375}; 'weighted avg': {'precision': 0.7560713116693194; 'recall': 0.7815734597156399; 'f1-score': 0.7394921626254433; 'support': 26375}},{'0': {'precision': 0.7885185185185185; 'recall': 0.9568539325842697; 'f1-score': 0.8645685279187817; 'support': 2225}; '1': {'precision': 0.5826086956521739; 'recall': 0.1900709219858156; 'f1-score': 0.28663101604278074; 'support': 705}; 'accuracy': 0.7723549488054607; 'macro avg': {'precision': 0.6855636070853461; 'recall': 0.5734624272850426; 'f1-score': 0.5755997719807813; 'support': 2930}; 'weighted avg': {'precision': 0.7389736635284937; 'recall': 0.7723549488054607; 'f1-score': 0.725508478132918; 'support': 2930}}
l: 5,1,CNF,7,26375,2930,1,[26375; 26375],262,1023.498602,0.784642,5,[X3 == 10 OR X3 == 12 OR X3 == 14 OR X5 == 1 OR X13 == 1],{'0': {'precision': 0.7947135103782574; 'recall': 0.9579983019527544; 'f1-score': 0.86875; 'support': 20023}; '1': {'precision': 0.6242180518319929; 'recall': 0.2199307304785894; 'f1-score': 0.3252619324796275; 'support': 6352}; 'accuracy': 0.7802464454976303; 'macro avg': {'precision': 0.7094657811051251; 'recall': 0.5889645162156719; 'f1-score': 0.5970059662398137; 'support': 26375}; 'weighted avg': {'precision': 0.7536523861058072; 'recall': 0.7802464454976303; 'f1-score': 0.7378595277767049; 'support': 26375}},{'0': {'precision': 0.7962825278810409; 'recall': 0.9626966292134832; 'f1-score': 0.8716174974567651; 'support': 2225}; '1': {'precision': 0.6541666666666667; 'recall': 0.2226950354609929; 'f1-score': 0.3322751322751322; 'support': 705}; 'accuracy': 0.784641638225256; 'macro avg': {'precision': 0.7252245972738538; 'recall': 0.592695832337238; 'f1-score': 0.6019463148659486; 'support': 2930}; 'weighted avg': {'precision': 0.7620874145171728; 'recall': 0.784641638225256; 'f1-score': 0.741843993206577; 'support': 2930}}
l: 5,1,CNF,8,26375,2930,1,[26375; 26375],262,1012.404428,0.775427,6,[X1 == 5 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X5 == 1 OR X13 == 1],{'0': {'precision': 0.8044026501389185; 'recall': 0.9398222133439872; 'f1-score': 0.8668555240793202; 'support': 20024}; '1': {'precision': 0.5956375838926175; 'recall': 0.2794835458982837; 'f1-score': 0.38045225592112314; 'support': 6351}; 'accuracy': 0.7808151658767772; 'macro avg': {'precision': 0.700020117015768; 'recall': 0.6096528796211355; 'f1-score': 0.6236538900002216; 'support': 26375}; 'weighted avg': {'precision': 0.7541328137131267; 'recall': 0.7808151658767772; 'f1-score': 0.7497314612898335; 'support': 26375}},{'0': {'precision': 0.8020833333333334; 'recall': 0.9348021582733813; 'f1-score': 0.8633720930232559; 'support': 2224}; '1': {'precision': 0.5710059171597633; 'recall': 0.273371104815864; 'f1-score': 0.36973180076628354; 'support': 706}; 'accuracy': 0.7754266211604095; 'macro avg': {'precision': 0.6865446252465484; 'recall': 0.6040866315446227; 'f1-score': 0.6165519468947698; 'support': 2930}; 'weighted avg': {'precision': 0.746403928617108; 'recall': 0.7754266211604095; 'f1-score': 0.7444266847183335; 'support': 2930}}
l: 5,1,CNF,9,26375,2930,1,[26375; 26375],262,1013.777124,0.773379,4,[X3 == 10 OR X3 == 12 OR X3 == 14 OR X5 == 1],{'0': {'precision': 0.795378307864331; 'recall': 0.9591490211745904; 'f1-score': 0.8696203391365375; 'support': 20024}; '1': {'precision': 0.6328545780969479; 'recall': 0.22201228153046765; 'f1-score': 0.3287096398181606; 'support': 6351}; 'accuracy': 0.781649289099526; 'macro avg': {'precision': 0.7141164429806395; 'recall': 0.590580651352529; 'f1-score': 0.599164989477349; 'support': 26375}; 'weighted avg': {'precision': 0.7562432099400598; 'recall': 0.781649289099526; 'f1-score': 0.7393710935869255; 'support': 26375}},{'0': {'precision': 0.7891030392883618; 'recall': 0.9572841726618705; 'f1-score': 0.8650954896383584; 'support': 2224}; '1': {'precision': 0.5905172413793104; 'recall': 0.19405099150141644; 'f1-score': 0.2921108742004264; 'support': 706}; 'accuracy': 0.7733788395904437; 'macro avg': {'precision': 0.6898101403338361; 'recall': 0.5756675820816435; 'f1-score': 0.5786031819193924; 'support': 2930}; 'weighted avg': {'precision': 0.7412526729662491; 'recall': 0.7733788395904437; 'f1-score': 0.7270316198434165; 'support': 2930}}
r: ---> Params: {'lamda': 5, 'n_clause': 1, 'rule_type': 'CNF', 'real_partition_size': [26375, 26375], 'n_partitions': 1}, (mean val acc cv) 0.779559 (+- 0.005698), (mean training time) 1021.841869 (+- 18.158234)
