l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,284,32,35,[8; 9],222,1.031828,0.906250,1,[X6 >= 0.029375],{'0.0': {'precision': 0.9482758620689655; 'recall': 0.5392156862745098; 'f1-score': 0.6875; 'support': 102}; '1.0': {'precision': 0.7920353982300885; 'recall': 0.9835164835164835; 'f1-score': 0.877450980392157; 'support': 182}; 'accuracy': 0.823943661971831; 'macro avg': {'precision': 0.870155630149527; 'recall': 0.7613660848954966; 'f1-score': 0.7824754901960784; 'support': 284}; 'weighted avg': {'precision': 0.8481499310172909; 'recall': 0.823943661971831; 'f1-score': 0.8092291494062415; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.7272727272727273; 'f1-score': 0.8421052631578948; 'support': 11}; '1.0': {'precision': 0.875; 'recall': 1.0; 'f1-score': 0.9333333333333333; 'support': 21}; 'accuracy': 0.90625; 'macro avg': {'precision': 0.9375; 'recall': 0.8636363636363636; 'f1-score': 0.8877192982456141; 'support': 32}; 'weighted avg': {'precision': 0.91796875; 'recall': 0.90625; 'f1-score': 0.9019736842105264; 'support': 32}}
l: 5,1,CNF,1,284,32,35,[8; 9],222,1.049673,0.750000,2,[X3 >= -0.609635 OR X21 < -0.001400],{'0.0': {'precision': 0.9333333333333333; 'recall': 0.13725490196078433; 'f1-score': 0.23931623931623935; 'support': 102}; '1.0': {'precision': 0.6728624535315985; 'recall': 0.9945054945054945; 'f1-score': 0.8026607538802661; 'support': 182}; 'accuracy': 0.6866197183098591; 'macro avg': {'precision': 0.803097893432466; 'recall': 0.5658801982331394; 'f1-score': 0.5209884965982527; 'support': 284}; 'weighted avg': {'precision': 0.7664118540237709; 'recall': 0.6866197183098591; 'f1-score': 0.600332794424172; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.2727272727272727; 'f1-score': 0.42857142857142855; 'support': 11}; '1.0': {'precision': 0.7241379310344828; 'recall': 1.0; 'f1-score': 0.8400000000000001; 'support': 21}; 'accuracy': 0.75; 'macro avg': {'precision': 0.8620689655172413; 'recall': 0.6363636363636364; 'f1-score': 0.6342857142857143; 'support': 32}; 'weighted avg': {'precision': 0.8189655172413793; 'recall': 0.75; 'f1-score': 0.6985714285714286; 'support': 32}}
l: 5,1,CNF,2,284,32,35,[8; 9],222,1.182068,0.812500,1,[X6 >= 0.029375],{'0.0': {'precision': 0.9508196721311475; 'recall': 0.5686274509803921; 'f1-score': 0.7116564417177913; 'support': 102}; '1.0': {'precision': 0.8026905829596412; 'recall': 0.9835164835164835; 'f1-score': 0.8839506172839505; 'support': 182}; 'accuracy': 0.8345070422535211; 'macro avg': {'precision': 0.8767551275453944; 'recall': 0.7760719672484377; 'f1-score': 0.797803529500871; 'support': 284}; 'weighted avg': {'precision': 0.8558918755494076; 'recall': 0.8345070422535211; 'f1-score': 0.8220703147918792; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.45454545454545453; 'f1-score': 0.625; 'support': 11}; '1.0': {'precision': 0.7777777777777778; 'recall': 1.0; 'f1-score': 0.8750000000000001; 'support': 21}; 'accuracy': 0.8125; 'macro avg': {'precision': 0.8888888888888888; 'recall': 0.7272727272727273; 'f1-score': 0.75; 'support': 32}; 'weighted avg': {'precision': 0.8541666666666666; 'recall': 0.8125; 'f1-score': 0.7890625000000001; 'support': 32}}
l: 5,1,CNF,3,284,32,35,[8; 9],222,1.241753,0.781250,2,[X2 >= 0.739470 OR X4 >= 0.041440],{'0.0': {'precision': 1.0; 'recall': 0.40594059405940597; 'f1-score': 0.5774647887323945; 'support': 101}; '1.0': {'precision': 0.7530864197530864; 'recall': 1.0; 'f1-score': 0.8591549295774648; 'support': 183}; 'accuracy': 0.7887323943661971; 'macro avg': {'precision': 0.8765432098765432; 'recall': 0.7029702970297029; 'f1-score': 0.7183098591549296; 'support': 284}; 'weighted avg': {'precision': 0.8408972352634324; 'recall': 0.7887323943661971; 'f1-score': 0.7589763935727039; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.4166666666666667; 'f1-score': 0.5882352941176471; 'support': 12}; '1.0': {'precision': 0.7407407407407407; 'recall': 1.0; 'f1-score': 0.851063829787234; 'support': 20}; 'accuracy': 0.78125; 'macro avg': {'precision': 0.8703703703703703; 'recall': 0.7083333333333334; 'f1-score': 0.7196495619524406; 'support': 32}; 'weighted avg': {'precision': 0.8379629629629629; 'recall': 0.78125; 'f1-score': 0.7525031289111389; 'support': 32}}
l: 5,1,CNF,4,284,32,35,[8; 9],222,1.220340,0.812500,1,[X4 >= 0.041440],{'0.0': {'precision': 1.0; 'recall': 0.5445544554455446; 'f1-score': 0.7051282051282052; 'support': 101}; '1.0': {'precision': 0.7991266375545851; 'recall': 1.0; 'f1-score': 0.8883495145631067; 'support': 183}; 'accuracy': 0.8380281690140845; 'macro avg': {'precision': 0.8995633187772926; 'recall': 0.7722772277227723; 'f1-score': 0.796738859845656; 'support': 284}; 'weighted avg': {'precision': 0.8705639953256658; 'recall': 0.8380281690140845; 'f1-score': 0.8231898235316805; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.5; 'f1-score': 0.6666666666666666; 'support': 12}; '1.0': {'precision': 0.7692307692307693; 'recall': 1.0; 'f1-score': 0.8695652173913044; 'support': 20}; 'accuracy': 0.8125; 'macro avg': {'precision': 0.8846153846153846; 'recall': 0.75; 'f1-score': 0.7681159420289856; 'support': 32}; 'weighted avg': {'precision': 0.8557692307692308; 'recall': 0.8125; 'f1-score': 0.7934782608695653; 'support': 32}}
l: 5,1,CNF,5,284,32,35,[8; 9],222,1.308296,0.656250,1,[X3 < 0.746850],{'0.0': {'precision': 0.88; 'recall': 0.21782178217821782; 'f1-score': 0.3492063492063492; 'support': 101}; '1.0': {'precision': 0.694980694980695; 'recall': 0.9836065573770492; 'f1-score': 0.8144796380090498; 'support': 183}; 'accuracy': 0.7112676056338029; 'macro avg': {'precision': 0.7874903474903475; 'recall': 0.6007141697776335; 'f1-score': 0.5818429936076994; 'support': 284}; 'weighted avg': {'precision': 0.7607798140192508; 'recall': 0.7112676056338029; 'f1-score': 0.6490127289630189; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.08333333333333333; 'f1-score': 0.15384615384615385; 'support': 12}; '1.0': {'precision': 0.6451612903225806; 'recall': 1.0; 'f1-score': 0.7843137254901961; 'support': 20}; 'accuracy': 0.65625; 'macro avg': {'precision': 0.8225806451612903; 'recall': 0.5416666666666666; 'f1-score': 0.46907993966817496; 'support': 32}; 'weighted avg': {'precision': 0.7782258064516129; 'recall': 0.65625; 'f1-score': 0.5478883861236802; 'support': 32}}
l: 5,1,CNF,6,285,31,35,[8; 9],222,1.474330,0.612903,2,[X5 < -0.217515 OR X7 >= -0.000375],{'0.0': {'precision': 0.34782608695652173; 'recall': 0.3137254901960784; 'f1-score': 0.32989690721649484; 'support': 102}; '1.0': {'precision': 0.6373056994818653; 'recall': 0.6721311475409836; 'f1-score': 0.6542553191489361; 'support': 183}; 'accuracy': 0.543859649122807; 'macro avg': {'precision': 0.49256589321919353; 'recall': 0.492928318868531; 'f1-score': 0.4920761131827155; 'support': 285}; 'weighted avg': {'precision': 0.5337024697359528; 'recall': 0.543859649122807; 'f1-score': 0.5381691506678519; 'support': 285}},{'0.0': {'precision': 0.4; 'recall': 0.18181818181818182; 'f1-score': 0.25000000000000006; 'support': 11}; '1.0': {'precision': 0.6538461538461539; 'recall': 0.85; 'f1-score': 0.7391304347826088; 'support': 20}; 'accuracy': 0.6129032258064516; 'macro avg': {'precision': 0.5269230769230769; 'recall': 0.5159090909090909; 'f1-score': 0.49456521739130443; 'support': 31}; 'weighted avg': {'precision': 0.563771712158809; 'recall': 0.6129032258064516; 'f1-score': 0.5655680224403927; 'support': 31}}
l: 5,1,CNF,7,285,31,35,[8; 9],222,1.488072,0.709677,1,[X3 >= -0.609635],{'0.0': {'precision': 0.96; 'recall': 0.23529411764705882; 'f1-score': 0.37795275590551175; 'support': 102}; '1.0': {'precision': 0.7; 'recall': 0.994535519125683; 'f1-score': 0.8216704288939052; 'support': 183}; 'accuracy': 0.7228070175438597; 'macro avg': {'precision': 0.83; 'recall': 0.614914818386371; 'f1-score': 0.5998115923997085; 'support': 285}; 'weighted avg': {'precision': 0.7930526315789473; 'recall': 0.7228070175438597; 'f1-score': 0.6628662090875327; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.18181818181818182; 'f1-score': 0.3076923076923077; 'support': 11}; '1.0': {'precision': 0.6896551724137931; 'recall': 1.0; 'f1-score': 0.8163265306122449; 'support': 20}; 'accuracy': 0.7096774193548387; 'macro avg': {'precision': 0.8448275862068966; 'recall': 0.5909090909090909; 'f1-score': 0.5620094191522763; 'support': 31}; 'weighted avg': {'precision': 0.799777530589544; 'recall': 0.7096774193548387; 'f1-score': 0.6358434192535575; 'support': 31}}
l: 5,1,CNF,8,285,31,35,[8; 9],222,1.491640,0.903226,1,[X4 >= 0.041440],{'0.0': {'precision': 1.0; 'recall': 0.5196078431372549; 'f1-score': 0.6838709677419356; 'support': 102}; '1.0': {'precision': 0.7887931034482759; 'recall': 1.0; 'f1-score': 0.8819277108433736; 'support': 183}; 'accuracy': 0.8280701754385965; 'macro avg': {'precision': 0.8943965517241379; 'recall': 0.7598039215686274; 'f1-score': 0.7828993392926547; 'support': 285}; 'weighted avg': {'precision': 0.864382940108893; 'recall': 0.8280701754385965; 'f1-score': 0.8110442448912799; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.7272727272727273; 'f1-score': 0.8421052631578948; 'support': 11}; '1.0': {'precision': 0.8695652173913043; 'recall': 1.0; 'f1-score': 0.9302325581395349; 'support': 20}; 'accuracy': 0.9032258064516129; 'macro avg': {'precision': 0.9347826086956521; 'recall': 0.8636363636363636; 'f1-score': 0.8861689106487148; 'support': 31}; 'weighted avg': {'precision': 0.9158485273492286; 'recall': 0.9032258064516129; 'f1-score': 0.8989615825008884; 'support': 31}}
l: 5,1,CNF,9,285,31,35,[8; 9],222,1.529255,0.838710,1,[X26 < 0.999945],{'0.0': {'precision': 0.8333333333333334; 'recall': 0.5882352941176471; 'f1-score': 0.6896551724137931; 'support': 102}; '1.0': {'precision': 0.8028169014084507; 'recall': 0.9344262295081968; 'f1-score': 0.8636363636363635; 'support': 183}; 'accuracy': 0.8105263157894737; 'macro avg': {'precision': 0.818075117370892; 'recall': 0.7613307618129219; 'f1-score': 0.7766457680250783; 'support': 285}; 'weighted avg': {'precision': 0.8137385717815666; 'recall': 0.8105263157894737; 'f1-score': 0.8013694109882857; 'support': 285}},{'0.0': {'precision': 0.875; 'recall': 0.6363636363636364; 'f1-score': 0.7368421052631579; 'support': 11}; '1.0': {'precision': 0.8260869565217391; 'recall': 0.95; 'f1-score': 0.8837209302325583; 'support': 20}; 'accuracy': 0.8387096774193549; 'macro avg': {'precision': 0.8505434782608696; 'recall': 0.7931818181818182; 'f1-score': 0.8102815177478581; 'support': 31}; 'weighted avg': {'precision': 0.8434431977559607; 'recall': 0.8387096774193549; 'f1-score': 0.8316026375014807; 'support': 31}}
r: ---> Params: {'lamda': 5, 'n_clause': 1, 'rule_type': 'CNF', 'real_partition_size': [8, 9], 'n_partitions': 35}, (mean val acc cv) 0.778327 (+- 0.092594), (mean training time) 1.301725 (+- 0.177006)
